sensor_name,sensor_type,velocity_px_s,obj_size_px,bg_density,bg_label,operating_point,theta,fps_used,event_rate_ev_s,power_mw,power_static_mw,power_dynamic_mw,saturated,resolution,sensor_price
Lichtsteiner 2008,DVS,2000,100,0.05,low_texture,theta=0.10,0.1,,2435840.0,20.4394,19.14,1.299375,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,2000,100,0.05,low_texture,theta=0.20,0.2,,1217920.0,24.3375,19.14,5.1975,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,2000,100,0.05,low_texture,theta=0.40,0.4,,608960.0,31.8003,19.14,12.660279,False,128x128,N/A (research)
DAVIS346,DVS,2000,100,0.05,low_texture,theta=0.05,0.05,,4871680.0,10.1567,10.0,0.156655,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,2000,100,0.05,low_texture,theta=0.10,0.1,,2435840.0,10.3133,10.0,0.31331,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,2000,100,0.05,low_texture,theta=0.20,0.2,,1217920.0,10.6266,10.0,0.62662,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,2000,100,0.05,low_texture,theta=0.40,0.4,,608960.0,11.2532,10.0,1.25324,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,2000,100,0.05,low_texture,theta=0.05,0.05,,4871680.0,10.0639,10.0,0.063941,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,2000,100,0.05,low_texture,theta=0.10,0.1,,2435840.0,10.1279,10.0,0.127881,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,2000,100,0.05,low_texture,theta=0.20,0.2,,1217920.0,10.2558,10.0,0.255763,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,2000,100,0.05,low_texture,theta=0.40,0.4,,608960.0,10.5115,10.0,0.511527,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,2000,100,0.05,low_texture,theta=0.05,0.05,,4871680.0,32.032,32.0,0.031971,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,2000,100,0.05,low_texture,theta=0.10,0.1,,2435840.0,32.0639,32.0,0.063941,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,2000,100,0.05,low_texture,theta=0.20,0.2,,1217920.0,32.1279,32.0,0.127881,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,2000,100,0.05,low_texture,theta=0.40,0.4,,608960.0,32.2558,32.0,0.255763,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,2000,100,0.4,high_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,2000,100,0.4,high_texture,adaptive,,120.0,,40.0,,,False,640x480,~$3-5
IMX327 (Sony),CIS,2000,100,0.4,high_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,2000,100,0.4,high_texture,adaptive,,60.0,,300.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,2000,100,0.4,high_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,2000,100,0.4,high_texture,adaptive,,120.0,,250.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,2000,100,0.4,high_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,2000,100,0.4,high_texture,adaptive,,120.0,,310.0,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,2000,100,0.4,high_texture,theta=0.05,0.05,,14333440.0,19.4648,19.14,0.324843,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,2000,100,0.4,high_texture,theta=0.10,0.1,,7166720.0,20.4394,19.14,1.299375,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,2000,100,0.4,high_texture,theta=0.20,0.2,,3583360.0,24.3375,19.14,5.1975,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,2000,100,0.4,high_texture,theta=0.40,0.4,,1791680.0,39.93,19.14,20.79,True,128x128,N/A (research)
DAVIS346,DVS,2000,100,0.4,high_texture,theta=0.05,0.05,,14333440.0,10.3859,10.0,0.385875,True,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,2000,100,0.4,high_texture,theta=0.10,0.1,,7166720.0,10.9218,10.0,0.921819,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,2000,100,0.4,high_texture,theta=0.20,0.2,,3583360.0,11.8436,10.0,1.843639,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,2000,100,0.4,high_texture,theta=0.40,0.4,,1791680.0,13.6873,10.0,3.687277,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,2000,100,0.4,high_texture,theta=0.05,0.05,,14333440.0,10.1881,10.0,0.188127,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,2000,100,0.4,high_texture,theta=0.10,0.1,,7166720.0,10.3763,10.0,0.376253,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,2000,100,0.4,high_texture,theta=0.20,0.2,,3583360.0,10.7525,10.0,0.752505,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,2000,100,0.4,high_texture,theta=0.40,0.4,,1791680.0,11.505,10.0,1.505011,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,2000,100,0.4,high_texture,theta=0.05,0.05,,14333440.0,32.0941,32.0,0.094063,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,2000,100,0.4,high_texture,theta=0.10,0.1,,7166720.0,32.1881,32.0,0.188127,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,2000,100,0.4,high_texture,theta=0.20,0.2,,3583360.0,32.3763,32.0,0.376253,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,2000,100,0.4,high_texture,theta=0.40,0.4,,1791680.0,32.7525,32.0,0.752505,False,1280x720,"~$3,500 (EVK4 kit)"
